# Stock data for G.US from 2025-08-05 to 2026-08-05
# Total records: 251
# Data retrieved on: 2026-08-05 14:11:50

Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2026-05-01,34.8,35.34,33.9,34.13,2596600,0.0,0.0
2026-05-04,34.02,34.94,33.77,33.94,2419900,0.0,0.0
2026-05-05,33.86,33.94,32.93,33.88,2524900,0.0,0.0
2026-05-06,33.91,34.3,33.33,33.61,3386500,0.0,0.0
2026-05-07,33.72,34.53,33.72,34.28,3379300,0.0,0.0
2026-05-08,33.98,34.43,31.29,32.37,5439100,0.0,0.0
2026-05-11,32.79,33.12,30.96,31.12,4159400,0.0,0.0
2026-05-12,31.43,31.68,30.97,31.07,3656400,0.0,0.0
2026-05-13,30.68,30.96,28.93,29.27,3783900,0.0,0.0
2026-05-14,29.42,29.82,28.61,28.77,4748900,0.0,0.0
2026-05-15,29.36,30.14,28.7,28.88,5553900,0.0,0.0
2026-05-18,28.86,31.28,28.8,31.17,4074600,0.0,0.0
2026-05-19,31.62,32.76,31.17,31.49,3402700,0.0,0.0
2026-05-20,31.14,32.01,30.47,31.93,2750400,0.0,0.0
2026-05-21,31.71,32.09,31.15,31.82,2312500,0.0,0.0
2026-05-22,32.13,32.49,31.46,31.73,2128600,0.0,0.0
2026-05-26,31.32,31.42,30.73,31.01,2216600,0.0,0.0
2026-05-27,30.83,31.79,30.83,31.4,2348200,0.0,0.0
2026-05-28,31.51,32.42,31.25,32.23,3011600,0.0,0.0
2026-05-29,32.23,33.33,31.65,32.76,3340000,0.0,0.0
2026-06-01,32.87,34.43,32.57,34.25,4045000,0.0,0.0
2026-06-02,33.41,33.65,32.53,32.85,2844400,0.0,0.0
2026-06-03,32.43,32.52,31.41,32.11,2994900,0.0,0.0
2026-06-04,33.14,33.5,32.26,32.67,2960400,0.0,0.0
2026-06-05,32.91,33.11,32.09,32.43,2531000,0.0,0.0
2026-06-08,32.13,32.55,31.99,32.21,2598300,0.0,0.0
2026-06-09,31.99,32.86,31.85,32.44,2706200,0.0,0.0
2026-06-10,32.23,32.61,31.82,32.19,1904500,0.188,0.0
2026-06-11,32.33,32.37,31.47,31.89,2212300,0.0,0.0
2026-06-12,32.21,32.51,31.28,32.06,1403900,0.0,0.0
2026-06-15,31.78,32.18,30.78,31.0,2905700,0.0,0.0
2026-06-16,31.21,31.56,30.9,31.32,2180600,0.0,0.0
2026-06-17,30.9,31.62,30.28,30.31,1836500,0.0,0.0
2026-06-18,29.01,29.01,27.37,28.25,5728700,0.0,0.0
2026-06-22,28.21,28.52,27.61,28.11,3265600,0.0,0.0
2026-06-23,28.77,29.14,27.92,28.28,3448800,0.0,0.0
2026-06-24,28.26,28.9,27.98,28.53,3148600,0.0,0.0
2026-06-25,28.28,28.75,27.61,27.67,2255500,0.0,0.0
2026-06-26,27.9,28.61,27.89,28.53,3309500,0.0,0.0
2026-06-29,29.01,29.22,27.62,27.85,3622500,0.0,0.0
2026-06-30,27.5,27.79,26.85,27.5,3086200,0.0,0.0
2026-07-01,28.0,28.92,27.73,28.26,2281600,0.0,0.0
2026-07-02,28.58,29.22,28.58,29.1,1781600,0.0,0.0
2026-07-06,29.36,29.36,28.58,28.96,2132500,0.0,0.0
2026-07-07,29.72,30.49,29.56,29.74,1822700,0.0,0.0
2026-07-08,29.44,29.81,29.15,29.34,3069000,0.0,0.0
2026-07-09,28.62,29.65,28.26,29.64,3363800,0.0,0.0
2026-07-10,30.13,30.19,29.06,29.37,1798900,0.0,0.0
2026-07-13,30.2,30.65,29.73,30.48,2084000,0.0,0.0
2026-07-14,29.26,29.98,29.22,29.52,1572000,0.0,0.0
2026-07-15,29.78,30.85,29.73,30.07,1482400,0.0,0.0
2026-07-16,30.61,31.49,30.21,31.22,2633700,0.0,0.0
2026-07-17,31.39,31.69,30.64,30.89,2022900,0.0,0.0
2026-07-20,30.56,30.95,30.26,30.64,1642900,0.0,0.0
2026-07-21,30.07,30.68,29.79,30.18,1477000,0.0,0.0
2026-07-22,30.52,30.68,29.84,30.01,1891800,0.0,0.0
2026-07-23,30.08,30.43,29.7,30.37,1883400,0.0,0.0
2026-07-24,30.75,31.63,30.67,31.26,1538200,0.0,0.0
2026-07-27,31.62,32.7,31.44,32.18,1292600,0.0,0.0
2026-07-28,32.82,34.88,32.82,34.61,2667800,0.0,0.0
2026-07-29,34.76,37.14,34.6,36.71,3550900,0.0,0.0
2026-07-30,35.99,36.25,34.95,35.33,2384200,0.0,0.0
2026-07-31,34.31,35.46,34.31,35.17,2448400,0.0,0.0
2026-08-03,35.9,36.26,35.15,35.16,1878800,0.0,0.0
2026-08-04,34.57,35.87,34.42,35.79,1529500,0.0,0.0
